time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-12-20T16:17:01.370Z,-22.495,-179.719,600,4.6,mb,41,,,0.85,us,usp000auyt,2014-11-07T01:14:30.374Z,"south of the Fiji Islands",earthquake,,,,16,reviewed,us,us
2001-12-20T16:13:38.860Z,51.448,-178.467,33,4.6,mb,33,,,1.13,us,usp000auys,2014-11-07T01:14:30.370Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,10,reviewed,us,us
2001-12-20T16:10:57.180Z,61.373,-146.891,18,3,ml,48,,,,us,usp000auyr,2014-11-07T01:14:30.365Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-20T16:05:37.550Z,40.161,8.645,10,3.5,ml,6,,,,us,usp000auyq,2014-11-07T01:14:30.364Z,"Sardinia, Italy",earthquake,,,,,reviewed,rom,rom
2001-12-20T16:04:07.860Z,32.0011667,-117.3818333,6.828,3.37,ml,6,301.2,0.7156,0.14,ci,ci9737857,2016-04-02T14:37:49.770Z,"49km SW of Rosarito, B.C., MX",earthquake,1.38,17.07,0.332,7,reviewed,ci,ci
2001-12-20T15:54:30.150Z,49.21,156.196,33,5,mwc,163,,,0.9,us,usp000auym,2016-11-10T00:14:54.819Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2001-12-20T14:52:52.300Z,-30.565,-71.342,61,4,md,12,,,,us,usp000auyk,2014-11-07T01:14:30.346Z,"Coquimbo, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-20T14:52:19.100Z,38.04,21.79,5,3,md,5,,,,us,usp000auyj,2014-11-07T01:14:30.345Z,"Greece",earthquake,,,,,reviewed,ath,ath
2001-12-20T14:28:31.520Z,-52.424,17.561,10,4.8,mb,36,,,0.99,us,usp000auyh,2014-11-07T01:14:30.341Z,"southwest of Africa",earthquake,,,,8,reviewed,us,us
2001-12-20T14:20:00.810Z,54.21,-162.559,41.9,2.7,ml,12,,,,us,usp000auyg,2014-11-07T01:14:30.339Z,"Alaska Peninsula",earthquake,,,,,reviewed,aeic,aeic
2001-12-20T13:59:26.830Z,54.021,-162.365,33,3.5,mb,31,,,1.36,us,usp000auyf,2014-11-07T01:14:30.336Z,"Alaska Peninsula",earthquake,,,,1,reviewed,us,us
2001-12-20T12:57:34.100Z,-32.588,-70.525,13.5,3.6,md,9,,,,us,usp000auyc,2014-11-07T01:14:30.332Z,"Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-20T12:14:46.440Z,32.4055,-115.7718333,5.382,2.88,ml,24,212.1,0.2461,0.29,ci,ci9737833,2016-04-02T14:42:54.816Z,"26km SW of Progreso, B.C., MX",earthquake,1.31,27.39,0.324,29,reviewed,ci,ci
2001-12-20T12:10:49.310Z,31.3605,-116.1725,-0.346,2.69,ml,9,293.2,1.287,0.32,ci,ci9737829,2016-02-17T03:14:17.319Z,"54km SE of Maneadero, B.C., MX",earthquake,7.19,10.38,0.215,5,reviewed,ci,ci
2001-12-20T12:02:46.190Z,54.082,-162.464,10.9,2.7,ml,9,,,,us,usp000auyb,2014-11-07T01:14:30.331Z,"Alaska Peninsula",earthquake,,,,,reviewed,aeic,aeic
2001-12-20T12:01:54.010Z,-56.895,-25.024,33,5.5,mwc,59,,,1.06,us,usp000auya,2016-11-10T00:14:54.320Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,hrv
2001-12-20T11:13:50.270Z,54.174,-162.548,33,5.6,mwc,435,,,0.92,us,usp000auy9,2016-11-10T00:14:53.832Z,"Alaska Peninsula",earthquake,,,,,reviewed,us,hrv
2001-12-20T10:28:32.100Z,17.006,-100.167,7.2,3.7,md,9,,,,us,usp000auy8,2014-11-07T01:14:30.279Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-20T10:12:57.600Z,54.433,-163.682,61.2,2.6,ml,7,,,,us,usp000auy7,2014-11-07T01:14:30.277Z,"Unimak Island region, Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-20T08:45:36.960Z,23.962,123.051,10,4.6,mb,14,,,0.68,us,usp000auy3,2014-11-07T01:14:30.272Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,3,reviewed,us,us
2001-12-20T08:30:55.300Z,50.387,5.475,6,2.7,ml,13,,,,us,usp000auy2,2014-11-07T01:14:30.269Z,"Belgium",earthquake,,,,,reviewed,ldg,ldg
2001-12-20T08:26:42.310Z,23.802,122.979,10,4,mb,10,,,0.68,us,usp000auy1,2014-11-07T01:14:30.268Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2001-12-20T08:25:16.500Z,36.0953333,-120.1973333,8.432,3.4,ml,45,85,0.07928,0.07,nc,nc21206532,2017-01-02T00:39:50.260Z,"Central California",earthquake,0.13,0.28,,7,reviewed,nc,nc
2001-12-20T08:15:03.650Z,24.112,122.577,10,4.3,mb,22,,,1.24,us,usp000auxz,2014-11-07T01:14:30.262Z,"Taiwan region",earthquake,,,,3,reviewed,us,us
2001-12-20T07:08:38.700Z,-33.997,-71.162,64.1,3.3,md,9,,,,us,usp000auxx,2014-11-07T01:14:30.259Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-20T06:58:54.600Z,24.232,122.818,10,3.9,mb,7,,,1.56,us,usp000auxw,2014-11-07T01:14:30.258Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2001-12-20T06:33:41.450Z,44.8,9.338,10,2.5,ml,20,,,1.25,us,usp000auxv,2014-11-07T01:14:30.255Z,"northern Italy",earthquake,,,,,reviewed,us,ldg
2001-12-20T05:59:45.030Z,-42.518,124.718,10,4.2,mb,9,,,1.44,us,usp000auxu,2014-11-07T01:14:30.254Z,"south of Australia",earthquake,,,,1,reviewed,us,us
2001-12-20T04:58:31.900Z,39.91,22.03,5,3.1,md,8,,,,us,usp000auxt,2014-11-07T01:14:30.252Z,"Greece",earthquake,,,,,reviewed,ath,ath
2001-12-20T04:26:08.730Z,51.099,15.779,5,2.8,ml,10,,,0.42,us,usp000auxs,2014-11-07T01:14:30.250Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-12-20T04:23:30.400Z,-33.289,-178.876,33,4.9,mb,10,,,1.37,us,usp000auxr,2014-11-07T01:14:30.248Z,"south of the Kermadec Islands",earthquake,,,,4,reviewed,us,us
2001-12-20T04:06:30.390Z,36.803,-2.959,10.6,2.7,mblg,21,,,,us,usp000auxq,2014-11-07T01:14:30.245Z,"Strait of Gibraltar",earthquake,,,,,reviewed,mdd,mdd
2001-12-20T02:53:34.530Z,14.539,54.135,10,5,mb,100,,,1.01,us,usp000auxm,2014-11-07T01:14:30.234Z,"Owen Fracture Zone region",earthquake,,,,46,reviewed,us,us
2001-12-20T01:54:08.700Z,41.945,13.038,10,4.1,mb,138,,,,us,usp000auxk,2014-11-07T01:14:30.223Z,"southern Italy",earthquake,,,,1,reviewed,rom,us
2001-12-20T01:12:13.800Z,-30.61,-69.661,127,3.9,md,12,,,,us,usp000auxj,2014-11-07T01:14:30.221Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-20T01:10:37.200Z,-33.229,-70.389,97.9,3.3,md,14,,,,us,usp000auxh,2014-11-07T01:14:30.211Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-20T00:59:00.660Z,-32.963,178.949,500,4.1,mb,12,,,0.99,us,usp000auxg,2014-11-07T01:14:30.210Z,"south of the Kermadec Islands",earthquake,,,,3,reviewed,us,us
2001-12-20T00:42:30.990Z,-33.205,77.962,10,4.8,mb,16,,,1.07,us,usp000auxf,2014-11-07T01:14:30.207Z,"Mid-Indian Ridge",earthquake,,,,6,reviewed,us,us
2001-12-20T00:32:29.960Z,28.201,129.525,58.2,4.6,mb,31,,,1.15,us,usp000auxe,2014-11-07T01:14:30.204Z,"Ryukyu Islands, Japan",earthquake,,10.8,,11,reviewed,us,us
2001-12-20T00:30:45.260Z,18.416,-66.055,117.2,3.3,md,8,,,,us,usp000auxd,2014-11-07T01:14:30.202Z,"San Juan urban area, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2001-12-20T00:09:18.240Z,18.589,-64.077,24.9,3.9,md,4,,,,us,usp000auxb,2014-11-07T01:14:30.196Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-12-19T23:01:35.900Z,18.205,-98.484,67.8,3.4,md,6,,,,us,usp000auxa,2014-11-07T01:14:30.195Z,"Puebla, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-19T22:57:03.900Z,34.1693333,-117.6211667,12.391,2.87,ml,64,43.5,0.0505,0.21,ci,ci9737725,2016-04-01T19:22:25.250Z,"6km NW of Rancho Cucamonga, CA",earthquake,0.28,0.55,0.213,59,reviewed,ci,ci
2001-12-19T22:18:42.550Z,49.798,18.472,5,3.6,ml,12,,,0.68,us,usp000aux6,2014-11-07T01:14:30.187Z,"Czech Republic",earthquake,,,,,reviewed,us,brg
2001-12-19T22:16:58.160Z,-7.504,124.098,33,4.5,mb,8,,,1.32,us,usp000aux5,2014-11-07T01:14:30.185Z,"Banda Sea",earthquake,,,,1,reviewed,us,us
2001-12-19T22:15:20.800Z,-35.284,-71.133,105.7,3.6,md,7,,,,us,usp000aux4,2014-11-07T01:14:30.184Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-19T22:12:36.820Z,19.444,-64.793,51.8,3.7,md,4,,,,us,usp000aux3,2014-11-07T01:14:30.182Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-12-19T21:10:44.950Z,8.499,-82.567,33,4.8,mb,36,,,0.78,us,usp000aux2,2014-11-07T01:14:30.179Z,"Panama-Costa Rica border region",earthquake,,,,8,reviewed,us,us
2001-12-19T21:09:32.100Z,16.971,-100.1,8.9,3.8,md,11,,,,us,usp000aux1,2014-11-07T01:14:30.176Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-19T21:07:10.920Z,44.514,10.339,11.3,3,ml,54,,,,us,usp000aux0,2014-11-07T01:14:30.171Z,"northern Italy",earthquake,,,,,reviewed,gen,gen
2001-12-19T20:59:09.810Z,52.166,-169.687,33,4.2,mb,30,,,1.02,us,usp000auwz,2014-11-07T01:14:30.168Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,10,reviewed,us,us
2001-12-19T20:15:49.700Z,-31.271,-70.313,139.4,3.3,md,15,,,,us,usp000auwx,2014-11-07T01:14:30.164Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-19T18:49:29.020Z,23.701,122.875,10,4.4,mb,9,,,1.06,us,usp000auww,2014-11-07T01:14:30.163Z,"Taiwan region",earthquake,,,,1,reviewed,us,us
2001-12-19T18:36:21.730Z,23.929,122.91,10,4.8,mb,58,,,0.84,us,usp000auwv,2014-11-07T01:14:30.156Z,"Taiwan region",earthquake,,,,35,reviewed,us,us
2001-12-19T17:25:02.800Z,-34.996,-73.723,15.6,3.8,md,7,,,,us,usp000auwu,2014-11-07T01:14:30.155Z,"off the coast of Libertador O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-19T17:21:10.590Z,31.533,142.163,33,4.8,mb,64,,,0.77,us,usp000auwt,2014-11-07T01:14:30.149Z,"Izu Islands, Japan region",earthquake,,,,26,reviewed,us,us
2001-12-19T17:15:27.910Z,18.851,-67.408,25.6,2.7,md,4,,,,us,usp000auws,2014-11-07T01:14:30.148Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-12-19T16:04:57.430Z,-42.682,124.285,10,3.7,mb,11,,,0.56,us,usp000auwp,2014-11-07T01:14:30.143Z,"south of Australia",earthquake,,,,2,reviewed,us,us
2001-12-19T15:10:37.410Z,-6.326,150.135,33,3.9,mb,8,,,0.94,us,usp000auwn,2014-11-07T01:14:30.142Z,"New Britain region, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2001-12-19T13:39:57.690Z,-31.687,-68.878,150,3.6,md,10,,,1,us,usp000auwk,2014-11-07T01:14:30.137Z,"San Juan, Argentina",earthquake,,,,,reviewed,us,guc
2001-12-19T13:39:31.590Z,38.068,73.222,55.4,4.7,mb,47,,,1.13,us,usp000auwj,2014-11-07T01:14:30.132Z,"Tajikistan",earthquake,,11.2,,22,reviewed,us,us
2001-12-19T12:54:07.300Z,16.86,-100.125,6.7,4.1,md,23,,,,us,usp000auwh,2014-11-07T01:14:30.127Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-19T12:38:04.300Z,49.358,6.905,1,2.9,ml,18,,,,us,usp000auwg,2014-11-07T01:14:30.123Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2001-12-19T12:00:35.240Z,-8.819,-108.785,10,4.4,mb,23,,,0.94,us,usp000auwf,2014-11-07T01:14:30.121Z,"central East Pacific Rise",earthquake,,,,12,reviewed,us,us
2001-12-19T11:49:18.320Z,35.724,94.463,10,3.9,mb,14,,,1.21,us,usp000auwe,2014-11-07T01:14:30.119Z,"southern Qinghai, China",earthquake,,,,1,reviewed,us,us
2001-12-19T11:32:15.680Z,61.602,-149.954,51.6,3.1,ml,60,,,,us,usp000auwd,2014-11-07T01:14:30.114Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-12-19T10:40:11.400Z,-33.896,-72.121,4.2,3.4,md,9,,,,us,usp000auwc,2014-11-07T01:14:30.112Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-19T10:38:26.700Z,-33.919,-72.129,4.4,3.4,md,9,,,,us,usp000auwb,2014-11-07T01:14:30.111Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-19T10:26:05.540Z,17.359,-93.876,189.7,5.3,mwc,260,,,0.95,us,usp000auwa,2016-11-10T00:14:19.554Z,"Veracruz, Mexico",earthquake,,,,,reviewed,us,hrv
2001-12-19T09:52:42.850Z,-31.344,-69.258,200,3.7,md,14,,,0.37,us,usp000auw9,2014-11-07T01:14:30.086Z,"San Juan, Argentina",earthquake,,,,,reviewed,us,guc
2001-12-19T09:26:16.000Z,45.819,-1.317,5,2.7,ml,18,,,,us,usp000auw8,2014-11-07T01:14:30.082Z,"France",earthquake,,,,,reviewed,ldg,ldg
2001-12-19T08:26:38.600Z,-41.48,173.9,49,3.7,ml,16,,,,us,usp000auw6,2014-11-07T01:14:30.079Z,"South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-12-19T08:17:12.585Z,39.0321,-118.1102,8.7,3.1,ml,12,160.46,0.021,0.0941,nn,nn00041939,2018-04-24T22:20:51.669Z,"Nevada",earthquake,,1.3,,,reviewed,nn,nn
2001-12-19T07:54:07.960Z,23.632,90.376,10,4.5,mb,13,,,0.75,us,usp000auw4,2017-04-26T17:59:36.745Z,"Bangladesh",earthquake,,,,2,reviewed,us,us
2001-12-19T07:39:37.200Z,-32.477,-71.75,28.4,3.4,md,6,,,,us,usp000auw2,2014-11-07T01:14:30.073Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-19T07:24:14.640Z,51.68,16.014,5,3.2,ml,17,,,1.2,us,usp000auw1,2014-11-07T01:14:30.069Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-12-19T07:21:41.440Z,42.965,137.285,279.2,4.4,mb,97,,,0.64,us,usp000auw0,2014-11-07T01:14:30.062Z,"eastern Sea of Japan",earthquake,,,,28,reviewed,us,us
2001-12-19T07:05:08.200Z,35.61,26.52,5,3.7,md,5,,,,us,usp000auvz,2014-11-07T01:14:30.061Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-12-19T06:29:53.500Z,35.46,26.54,5,3.7,md,5,,,,us,usp000auvx,2014-11-07T01:14:30.056Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-12-19T06:04:49.200Z,35.62,26.52,5,3.7,mb,38,,,,us,usp000auvw,2014-11-07T01:14:30.052Z,"Crete, Greece",earthquake,,,,10,reviewed,ath,us
2001-12-19T05:53:50.290Z,-47.494,-13.349,10,4.3,mb,26,,,0.98,us,usp000auvv,2014-11-07T01:14:30.049Z,"southern Mid-Atlantic Ridge",earthquake,,,,10,reviewed,us,us
2001-12-19T04:36:14.570Z,46.301,12.674,10,2.7,ml,31,,,0.99,us,usp000auvu,2014-11-07T01:14:30.044Z,"northern Italy",earthquake,,,,,reviewed,us,vie
2001-12-19T03:37:30.730Z,-30.683,-71.408,54.6,4.3,md,21,,,0.9,us,usp000auvt,2014-11-07T01:14:30.041Z,"Coquimbo, Chile",earthquake,,6.3,,,reviewed,us,guc
2001-12-19T02:47:08.320Z,-16.205,-173.538,33,4.2,mb,15,,,0.49,us,usp000auvs,2014-11-07T01:14:30.039Z,"Tonga",earthquake,,,,4,reviewed,us,us
2001-12-19T01:29:21.470Z,23.779,142.883,33,4.5,mb,16,,,0.99,us,usp000auvq,2014-11-07T01:14:30.036Z,"Volcano Islands, Japan region",earthquake,,,,3,reviewed,us,us
2001-12-19T01:07:01.940Z,39.957,75.76,68.1,4.1,mb,21,,,0.79,us,usp000auvp,2014-11-07T01:14:30.033Z,"southern Xinjiang, China",earthquake,,8.7,,4,reviewed,us,us
2001-12-19T00:42:03.070Z,23.897,122.973,10,4.3,mb,12,,,1.03,us,usp000auvn,2014-11-07T01:14:30.031Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2001-12-19T00:16:27.960Z,46.453,-116.513,10,2.8,md,12,,,,us,usp000auvk,2016-07-23T00:54:19.310Z,"northern Idaho",earthquake,,,,,reviewed,sea,sea
2001-12-19T00:08:47.600Z,-31.603,-69.905,228.3,3.9,md,9,,,,us,usp000auvj,2014-11-07T01:14:30.024Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-18T23:43:39.000Z,44.81,-111.06,7.2,3,ml,8,,,,us,usp000auvh,2014-11-07T01:14:30.022Z,"Yellowstone National Park, Montana",earthquake,,,,,reviewed,slc,slc
2001-12-18T23:29:16.500Z,-28.03,-70.85,10,3,ml,4,,,,us,usp000auvg,2014-11-07T01:14:29.961Z,"Atacama, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-18T22:41:15.970Z,23.811,122.948,10,4.6,mb,39,,,0.96,us,usp000auvd,2014-11-07T01:14:29.954Z,"Taiwan region",earthquake,,,,13,reviewed,us,us
2001-12-18T22:19:35.780Z,24.073,123.072,10,4.3,mb,16,,,1.33,us,usp000auvc,2014-11-07T01:14:29.952Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,1,reviewed,us,us
2001-12-18T21:48:08.700Z,59.336,-30.385,10,4.6,mb,76,,,1.06,us,usp000auva,2014-11-07T01:14:29.945Z,"Reykjanes Ridge",earthquake,,,,35,reviewed,us,us
2001-12-18T21:22:03.400Z,39.67,23.05,5,3.3,ml,20,,,,us,usp000auv9,2014-11-07T01:14:29.942Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-12-18T20:44:42.000Z,-36.289,-71.266,0,2.6,ml,8,,,,us,usp000auv8,2014-11-07T01:14:29.940Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-18T18:36:46.300Z,-32.389,-71.714,13.8,3.3,ml,15,,,,us,usp000auv5,2014-11-07T01:14:29.935Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-18T18:33:49.890Z,51.421,-178.463,33,4.7,mb,84,,,1.11,us,usp000auv4,2014-11-07T01:14:29.927Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,33,reviewed,us,us
2001-12-18T17:46:37.320Z,36.3826667,-120.9615,7.051,2.55,md,51,69,0.06306,0.06,nc,nc21206331,2017-01-02T00:33:57.280Z,"Central California",earthquake,0.14,0.41,0.14,60,reviewed,nc,nc
2001-12-18T17:46:09.130Z,36.9325,-120.9868333,6.635,3.05,ml,6,303.1,1.563,0.93,ci,ci9737457,2016-02-16T10:08:48.904Z,"18km SW of Los Banos, California",earthquake,42.1,77.42,0.217,1,reviewed,ci,ci
2001-12-18T17:43:56.160Z,45.848,11.077,10,3.7,ml,100,,,1.23,us,usp000auv2,2014-11-07T01:14:29.907Z,"northern Italy",earthquake,,,,,reviewed,us,str
2001-12-18T17:36:16.500Z,-29.784,-72.215,33,4.2,mb,26,,,0.92,us,usp000auv1,2014-11-07T01:14:29.902Z,"offshore Coquimbo, Chile",earthquake,,,,1,reviewed,us,us
2001-12-18T17:31:08.850Z,23.89,123.067,10,4.5,mb,5,,,0.39,us,usp000auv0,2014-11-07T01:14:29.900Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,1,reviewed,us,us
2001-12-18T16:24:40.280Z,31.9835,-117.3506667,6.828,3.02,ml,5,303.7,0.7171,0.08,ci,ci9737445,2016-04-01T19:33:00.052Z,"49km WSW of Primo Tapia, B.C., MX",earthquake,1.07,13.93,0.203,1,reviewed,ci,ci
2001-12-18T16:17:47.000Z,44.82,-111.07,7,2.8,ml,14,,,,us,usp000auux,2014-11-07T01:14:29.869Z,"Yellowstone National Park, Montana",earthquake,,,,,reviewed,slc,slc
2001-12-18T16:04:16.970Z,-1.921,102.418,200,4.1,mb,21,,,1.05,us,usp000auuw,2014-11-07T01:14:29.867Z,"southern Sumatra, Indonesia",earthquake,,,,6,reviewed,us,us
2001-12-18T16:02:00.660Z,2.724,128.714,200,4,mb,12,,,0.76,us,usp000auuv,2014-11-07T01:14:29.865Z,"Halmahera, Indonesia",earthquake,,,,4,reviewed,us,us
2001-12-18T15:37:40.200Z,16.129,-98.064,14.4,3.9,md,8,,,,us,usp000auuu,2014-11-07T01:14:29.863Z,"offshore Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-18T15:37:13.470Z,24.17,123.188,10,4.2,mb,10,,,0.89,us,usp000auut,2014-11-07T01:14:29.862Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,1,reviewed,us,us
2001-12-18T15:19:16.790Z,31.592,-115.6361667,5.355,2.5,ml,9,278.9,1.057,0.26,ci,ci9737429,2016-04-02T05:17:00.930Z,"83km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,3.16,5.36,0.235,8,reviewed,ci,ci
2001-12-18T15:13:44.340Z,16.174,-98.413,10,4.1,md,16,,,0.93,us,usp000auus,2014-11-07T01:14:29.859Z,"offshore Oaxaca, Mexico",earthquake,,,,,reviewed,us,unm
2001-12-18T15:07:12.690Z,35.243,139.637,100,4,mb,28,,,1.13,us,usp000auur,2014-11-07T01:14:29.856Z,"near the south coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2001-12-18T14:58:20.200Z,16.996,-100.177,5.3,3.5,md,4,,,,us,usp000auup,2014-11-07T01:14:29.854Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-18T14:44:26.680Z,24.004,122.843,10,4.4,mb,27,,,1.23,us,usp000auun,2014-11-07T01:14:29.851Z,"Taiwan region",earthquake,,,,7,reviewed,us,us
2001-12-18T13:33:24.620Z,-5.98,150.406,69.7,4.6,mb,29,,,1.07,us,usp000auum,2014-11-07T01:14:29.847Z,"New Britain region, Papua New Guinea",earthquake,,8.8,,6,reviewed,us,us
2001-12-18T13:21:58.730Z,23.994,122.956,10,4.4,mb,14,,,0.98,us,usp000auuk,2014-11-07T01:14:29.846Z,"Taiwan region",earthquake,,,,3,reviewed,us,us
2001-12-18T13:01:45.400Z,38.21,22.72,45,3.2,md,9,,,,us,usp000auuh,2014-11-07T01:14:29.843Z,"Greece",earthquake,,,,,reviewed,ath,ath
2001-12-18T12:41:26.200Z,23.77,142.947,33,4.4,mb,20,,,0.94,us,usp000auug,2014-11-07T01:14:29.840Z,"Volcano Islands, Japan region",earthquake,,,,2,reviewed,us,us
2001-12-18T12:31:48.900Z,34.03,24.962,33,3.7,mb,21,,,1.34,us,usp000auue,2014-11-07T01:14:29.836Z,"Crete, Greece",earthquake,,,,6,reviewed,us,us
2001-12-18T12:07:54.450Z,23.808,142.794,33,5.3,mwc,116,,,0.92,us,usp000auuc,2016-11-10T00:13:52.432Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2001-12-18T11:28:17.300Z,-31.26,-69.445,142.4,3.6,md,8,,,,us,usp000auub,2014-11-07T01:14:29.819Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-18T11:16:46.870Z,35.43,26.73,90.5,3.8,mb,41,,,1.2,us,usp000auua,2014-11-07T01:14:29.815Z,"Crete, Greece",earthquake,,6.6,,18,reviewed,us,us
2001-12-18T11:13:45.000Z,47.57,-114.01,17.8,2.9,ml,8,,,,us,usp000auu9,2014-11-07T01:14:29.814Z,"western Montana",earthquake,,,,,reviewed,but,but
2001-12-18T11:08:19.980Z,44.75,4.66,5,2.9,ml,7,,,,us,usp000auu7,2014-11-07T01:14:29.811Z,"France",earthquake,,,,,reviewed,str,str
2001-12-18T10:34:42.140Z,23.872,122.89,10,4.8,mb,63,,,0.96,us,usp000auu5,2014-11-07T01:14:29.803Z,"Taiwan region",earthquake,,,,31,reviewed,us,us
2001-12-18T10:26:45.070Z,33.979,24.423,10,4,mb,40,,,1.31,us,usp000auu4,2014-11-07T01:14:29.799Z,"central Mediterranean Sea",earthquake,,,,11,reviewed,us,us
2001-12-18T10:24:25.790Z,36.441,141.021,33,4.3,mb,24,,,1.35,us,usp000auu3,2014-11-07T01:14:29.796Z,"near the east coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2001-12-18T09:57:43.500Z,30.854,137.159,467.6,4.7,mb,95,,,1.01,us,usp000auu1,2014-11-07T01:14:29.787Z,"Izu Islands, Japan region",earthquake,,,,44,reviewed,us,us
2001-12-18T09:18:20.400Z,10.356,-86.246,0.2,4,md,17,,,,us,usp000auu0,2014-11-07T01:14:29.785Z,"off the coast of Costa Rica",earthquake,,,,,reviewed,casc,casc
2001-12-18T09:16:28.130Z,-32.038,-66.717,33,4.8,mb,67,,,0.92,us,usp000auty,2014-11-07T01:14:29.776Z,"San Luis, Argentina",earthquake,,,,22,reviewed,us,us
2001-12-18T09:07:06.010Z,1.917,129.277,33,4.5,mb,9,,,0.52,us,usp000autx,2014-11-07T01:14:29.775Z,"Halmahera, Indonesia",earthquake,,,,2,reviewed,us,us
2001-12-18T08:55:10.050Z,20.999,93.589,33,4.3,mb,18,,,1.09,us,usp000autw,2014-11-07T01:14:29.773Z,"Myanmar",earthquake,,,,4,reviewed,us,us
2001-12-18T08:24:12.250Z,24.059,123.056,10,4.1,mb,11,,,0.96,us,usp000autu,2014-11-07T01:14:29.770Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,1,reviewed,us,us
2001-12-18T07:39:45.800Z,-32.796,-71.629,7.2,3.4,md,5,,,,us,usp000auts,2014-11-07T01:14:29.768Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-18T07:05:29.580Z,-4.363,-105.885,10,4.8,mb,12,,,1.02,us,usp000autn,2014-11-07T01:14:29.762Z,"central East Pacific Rise",earthquake,,,,2,reviewed,us,us
2001-12-18T07:02:33.640Z,13.602,57.144,10,3.7,mb,12,,,1.24,us,usp000autm,2014-11-07T01:14:29.761Z,"Owen Fracture Zone region",earthquake,,,,1,reviewed,us,us
2001-12-18T06:06:05.000Z,-33.305,-69.803,5.7,3.4,md,5,,,,us,usp000autj,2014-11-07T01:14:29.758Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-18T06:03:15.200Z,19.018,-101.758,52.7,4.1,md,10,,,,us,usp000auth,2014-11-07T01:14:29.756Z,"Michoacan, Mexico",earthquake,,,,,reviewed,unm,unm
